code,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,state;code,totalprod,stocks,priceperlb,year,state
AL,16000,71,1136000,159000,0.72,818000,1998,Alabama;AL,1136000,159000,0.72,1998,Alabama
AZ,55000,60,3300000,1485000,0.64,2112000,1998,Arizona;AZ,3300000,1485000,0.64,Arizona
AR,53000,65,3445000,1688000,0.59,2033000,1998,Arkansas;AR,3445000,1688000,0.59,Arkansas
CA,450000,83,37350000,12326000,0.62,23157000,1998,California;CA,37350000,12326000,0.62,California
CO,27000,72,1944000,1594000,0.7,1361000,1998,Colorado;CO,1944000,1594000,0.7,Colorado
FL,230000,98,22540000,4508000,0.64,14426000,1998,Florida;FL,22540000,4508000,0.64,Florida
GA,75000,56,4200000,307000,0.69,2898000,1998,Georgia;GA,4200000,307000,0.69,Georgia
HI,8000,118,944000,66000,0.77,727000,1998,Hawaii;HI,944000,66000,0.77,Hawaii
ID,120000,50,6000000,2220000,0.65,3900000,1998,Idaho;ID,6000000,2220000,0.65,Idaho
IL,9000,71,639000,204000,1.19,760000,1998,Illinois;IL,639000,204000,1.19,Illinois
IN,9000,92,828000,489000,0.85,704000,1998,Indiana;IN,828000,489000,0.85,Indiana
IA,50000,78,3900000,2301000,0.7,2730000,1998,Iowa;IA,3900000,2301000,0.7,Iowa
KS,16000,46,736000,390000,0.87,640000,1998,Kansas;KS,736000,390000,0.87,Kansas
KY,3000,50,150000,51000,1.4,210000,1998,Kentucky;KY,150000,51000,1.4,Kentucky
LA,41000,111,4551000,865000,0.59,2685000,1998,Louisiana;LA,4551000,865000,0.59,Louisiana
ME,10000,26,260000,117000,0.69,179000,1998,Maine;ME,260000,117000,0.69,Maine
MD,7000,44,308000,92000,1.1,339000,1998,Maryland;MD,308000,92000,1.1,Maryland
MI,80000,85,6800000,3672000,0.66,4488000,1998,Michigan;MI,6800000,3672000,0.66,Michigan
MN,140000,79,11060000,2765000,0.65,7189000,1998,Minnesota;MN,11060000,2765000,0.65,Minnesota
MS,18000,86,1548000,898000,0.58,898000,1998,Mississippi;MS,1548000,898000,0.58,Mississippi
MO,23000,66,1518000,455000,0.76,1154000,1998,Missouri;MO,1518000,455000,0.76,Missouri
MT,115000,122,14030000,5472000,0.64,8979000,1998,Montana;MT,14030000,5472000,0.64,Montana
NE,64000,70,4480000,2240000,0.86,3853000,1998,Nebraska;NE,4480000,2240000,0.86,Nebraska
NV,10000,46,460000,175000,1.65,759000,1998,Nevada;NV,460000,175000,1.65,Nevada
NJ,11000,49,539000,167000,0.76,410000,1998,New Jersey;NJ,539000,167000,0.76,New Jersey
NM,14000,55,770000,470000,0.76,585000,1998,New Mexico;NM,770000,470000,0.76,New Mexico
NY,65000,80,5200000,2444000,0.7,3640000,1998,New York;NY,5200000,2444000,0.7,New York
NC,8000,59,472000,151000,1.38,651000,1998,North Carolina;NC,472000,151000,1.38,North Carolina
ND,230000,128,29440000,8832000,0.63,18547000,1998,North Dakota;ND,29440000,8832000,0.63,North Dakota
OH,18000,78,1404000,702000,0.83,1165000,1998,Ohio;OH,1404000,702000,0.83,Ohio
OK,4000,51,204000,63000,1.24,253000,1998,Oklahoma;OK,204000,63000,1.24,Oklahoma
OR,50000,45,2250000,1620000,0.9,2025000,1998,Oregon;OR,2250000,1620000,0.9,Oregon
PA,26000,66,1716000,789000,0.8,1373000,1998,Pennsylvania;PA,1716000,789000,0.8,Pennsylvania
SD,225000,95,21375000,10901000,0.64,13680000,1998,South Dakota;SD,21375000,10901000,0.64,South Dakota
TN,7000,64,448000,121000,1.32,591000,1998,Tennessee;TN,448000,121000,1.32,Tennessee
TX,91000,77,7007000,1612000,0.62,4344000,1998,Texas;TX,7007000,1612000,0.62,Texas
UT,30000,58,1740000,557000,0.65,1131000,1998,Utah;UT,1740000,557000,0.65,Utah
VT,6000,64,384000,207000,0.85,326000,1998,Vermont;VT,384000,207000,0.85,Vermont
VA,8000,37,296000,86000,1.33,394000,1998,Virginia;VA,296000,86000,1.33,Virginia
WA,58000,51,2958000,1361000,0.64,1893000,1998,Washington;WA,2958000,1361000,0.64,Washington
WV,6000,55,330000,155000,1.14,376000,1998,West Virginia;WV,330000,155000,1.14,West Virginia
WI,89000,91,8099000,5264000,0.72,5831000,1998,Wisconsin;WI,8099000,5264000,0.72,Wisconsin
WY,46000,60,2760000,524000,0.68,1877000,1998,Wyoming;WY,2760000,524000,0.68,Wyoming
AL,17000,68,1156000,185000,0.56,647000,1999,Alabama;AL,1156000,185000,0.56,Alabama
AZ,52000,62,3224000,1548000,0.62,1999000,1999,Arizona;AZ,3224000,1548000,0.62,Arizona
AR,52000,89,4628000,2592000,0.53,2453000,1999,Arkansas;AR,4628000,2592000,0.53,Arkansas
CA,465000,60,27900000,9486000,0.55,15345000,1999,California;CA,27900000,9486000,0.55,California
CO,27000,76,2052000,1436000,0.68,1395000,1999,Colorado;CO,2052000,1436000,0.68,Colorado
FL,228000,102,23256000,4186000,0.53,12326000,1999,Florida;FL,23256000,4186000,0.53,Florida
GA,65000,51,3315000,497000,0.64,2122000,1999,Georgia;GA,3315000,497000,0.64,Georgia
HI,8000,80,640000,32000,0.8,512000,1999,Hawaii;HI,640000,32000,0.8,Hawaii
ID,120000,48,5760000,3110000,0.59,3398000,1999,Idaho;ID,5760000,3110000,0.59,Idaho
IL,9000,66,594000,327000,1.15,683000,1999,Illinois;IL,594000,327000,1.15,Illinois
IN,10000,81,810000,437000,0.9,729000,1999,Indiana;IN,810000,437000,0.9,Indiana
IA,40000,65,2600000,2028000,0.65,1690000,1999,Iowa;IA,2600000,2028000,0.65,Iowa
KS,13000,67,871000,854000,1.11,967000,1999,Kansas;KS,871000,854000,1.11,Kansas
KY,3000,50,150000,12000,1.24,186000,1999,Kentucky;KY,150000,12000,1.24,Kentucky
LA,48000,114,5472000,821000,0.49,2681000,1999,Louisiana;LA,5472000,821000,0.49,Louisiana
ME,14000,22,308000,89000,0.83,256000,1999,Maine;ME,308000,89000,0.83,Maine
MD,6000,46,276000,50000,1.64,453000,1999,Maryland;MD,276000,50000,1.64,Maryland
MI,73000,85,6205000,3475000,0.66,4095000,1999,Michigan;MI,6205000,3475000,0.66,Michigan
MN,145000,82,11890000,3210000,0.61,7253000,1999,Minnesota;MN,11890000,3210000,0.61,Minnesota
MS,18000,73,1314000,591000,0.54,710000,1999,Mississippi;MS,1314000,591000,0.54,Mississippi
MO,24000,65,1560000,437000,0.68,1061000,1999,Missouri;MO,1560000,437000,0.68,Missouri
MT,122000,70,8540000,2135000,0.6,5124000,1999,Montana;MT,8540000,2135000,0.6,Montana
NE,58000,77,4466000,1965000,0.61,2724000,1999,Nebraska;NE,4466000,1965000,0.61,Nebraska
NV,9000,45,405000,271000,1.54,624000,1999,Nevada;NV,405000,271000,1.54,Nevada
NJ,10000,44,440000,154000,0.57,251000,1999,New Jersey;NJ,440000,154000,0.57,New Jersey
NM,15000,52,780000,476000,0.77,601000,1999,New Mexico;NM,780000,476000,0.77,New Mexico
NY,69000,70,4830000,2077000,0.66,3188000,1999,New York;NY,4830000,2077000,0.66,New York
NC,9000,46,414000,104000,1.62,671000,1999,North Carolina;NC,414000,104000,1.62,North Carolina
ND,255000,105,26775000,8836000,0.59,15797000,1999,North Dakota;ND,26775000,8836000,0.59,North Dakota
OH,20000,74,1480000,784000,0.72,1066000,1999,Ohio;OH,1480000,784000,0.72,Ohio
OK,6000,45,270000,49000,1.34,362000,1999,Oklahoma;OK,270000,49000,1.34,Oklahoma
OR,45000,57,2565000,2026000,0.8,2052000,1999,Oregon;OR,2565000,2026000,0.8,Oregon
PA,28000,60,1680000,790000,0.76,1277000,1999,Pennsylvania;PA,1680000,790000,0.76,Pennsylvania
SD,224000,104,23296000,13046000,0.6,13978000,1999,South Dakota;SD,23296000,13046000,0.6,South Dakota
TN,8000,51,408000,106000,1.3,530000,1999,Tennessee;TN,408000,106000,1.3,Tennessee
TX,108000,81,8748000,2799000,0.64,5599000,1999,Texas;TX,8748000,2799000,0.64,Texas
UT,26000,45,1170000,433000,0.68,796000,1999,Utah;UT,1170000,433000,0.68,Utah
VT,6000,66,396000,222000,0.63,249000,1999,Vermont;VT,396000,222000,0.63,Vermont
VA,7000,35,245000,86000,1.17,287000,1999,Virginia;VA,245000,86000,1.17,Virginia
WA,52000,50,2600000,1170000,0.6,1560000,1999,Washington;WA,2600000,1170000,0.6,Washington
WV,6000,39,234000,152000,1.09,255000,1999,West Virginia;WV,234000,152000,1.09,West Virginia
WI,80000,75,6000000,4560000,0.68,4080000,1999,Wisconsin;WI,6000000,4560000,0.68,Wisconsin
WY,37000,72,2664000,746000,0.61,1625000,1999,Wyoming;WY,2664000,746000,0.61,Wyoming
AL,16000,78,1248000,187000,0.59,736000,2000,Alabama;AL,1248000,187000,0.59,Alabama
AZ,40000,59,2360000,1322000,0.73,1723000,2000,Arizona;AZ,2360000,1322000,0.73,Arizona
AR,52000,93,4836000,3337000,0.57,2757000,2000,Arkansas;AR,4836000,3337000,0.57,Arkansas
CA,440000,70,30800000,11396000,0.59,18172000,2000,California;CA,30800000,11396000,0.59,California
CO,29000,60,1740000,957000,0.62,1079000,2000,Colorado;CO,1740000,957000,0.62,Colorado
FL,232000,105,24360000,2923000,0.54,13154000,2000,Florida;FL,24360000,2923000,0.54,Florida
GA,55000,57,3135000,376000,0.63,1975000,2000,Georgia;GA,3135000,376000,0.63,Georgia
HI,7000,112,784000,125000,0.82,643000,2000,Hawaii;HI,784000,125000,0.82,Hawaii
ID,100000,47,4700000,2679000,0.52,2444000,2000,Idaho;ID,4700000,2679000,0.52,Idaho
IL,8000,61,488000,146000,1.17,571000,2000,Illinois;IL,488000,146000,1.17,Illinois
IN,8000,65,520000,286000,1.03,536000,2000,Indiana;IN,520000,286000,1.03,Indiana
IA,30000,67,2010000,1206000,0.68,1367000,2000,Iowa;IA,2010000,1206000,0.68,Iowa
KS,15000,68,1020000,520000,0.91,928000,2000,Kansas;KS,1020000,520000,0.91,Kansas
KY,4000,48,192000,54000,1.35,259000,2000,Kentucky;KY,192000,54000,1.35,Kentucky
LA,43000,94,4042000,1334000,0.52,2102000,2000,Louisiana;LA,4042000,1334000,0.52,Louisiana
ME,11000,21,231000,143000,0.75,173000,2000,Maine;ME,231000,143000,0.75,Maine
MD,6000,46,276000,52000,1.14,315000,2000,Maryland;MD,276000,52000,1.14,Maryland
MI,72000,75,5400000,2970000,0.6,3240000,2000,Michigan;MI,5400000,2970000,0.6,Michigan
MN,150000,90,13500000,3105000,0.57,7695000,2000,Minnesota;MN,13500000,3105000,0.57,Minnesota
MS,17000,72,1224000,649000,0.69,845000,2000,Mississippi;MS,1224000,649000,0.69,Mississippi
MO,23000,75,1725000,362000,0.6,1035000,2000,Missouri;MO,1725000,362000,0.6,Missouri
MT,124000,88,10912000,4692000,0.59,6438000,2000,Montana;MT,10912000,4692000,0.59,Montana
NE,50000,87,4350000,2610000,0.59,2567000,2000,Nebraska;NE,4350000,2610000,0.59,Nebraska
NV,10000,35,350000,95000,1.45,508000,2000,Nevada;NV,350000,95000,1.45,Nevada
NJ,11000,35,385000,200000,0.61,235000,2000,New Jersey;NJ,385000,200000,0.61,New Jersey
NM,15000,64,960000,739000,0.72,691000,2000,New Mexico;NM,960000,739000,0.72,New Mexico
NY,58000,80,4640000,2274000,0.55,2552000,2000,New York;NY,4640000,2274000,0.55,New York
NC,11000,49,539000,243000,1.43,771000,2000,North Carolina;NC,539000,243000,1.43,North Carolina
ND,300000,115,34500000,13800000,0.57,19665000,2000,North Dakota;ND,34500000,13800000,0.57,North Dakota
OH,18000,65,1170000,585000,0.79,924000,2000,Ohio;OH,1170000,585000,0.79,Ohio
OK,7000,35,245000,64000,1.26,309000,2000,Oklahoma;OK,245000,64000,1.26,Oklahoma
OR,48000,51,2448000,1665000,0.66,1616000,2000,Oregon;OR,2448000,1665000,0.66,Oregon
PA,25000,45,1125000,630000,0.76,855000,2000,Pennsylvania;PA,1125000,630000,0.76,Pennsylvania
SD,235000,121,28435000,12796000,0.58,16492000,2000,South Dakota;SD,28435000,12796000,0.58,South Dakota
TN,9000,61,549000,104000,1.43,785000,2000,Tennessee;TN,549000,104000,1.43,Tennessee
TX,105000,79,8295000,2986000,0.57,4728000,2000,Texas;TX,8295000,2986000,0.57,Texas
UT,24000,41,984000,462000,0.6,590000,2000,Utah;UT,984000,462000,0.6,Utah
VT,7000,59,413000,211000,0.68,281000,2000,Vermont;VT,413000,211000,0.68,Vermont
VA,7000,42,294000,103000,1.5,441000,2000,Virginia;VA,294000,103000,1.5,Virginia
WA,52000,54,2808000,1151000,0.58,1629000,2000,Washington;WA,2808000,1151000,0.58,Washington
WV,7000,54,378000,234000,1.22,461000,2000,West Virginia;WV,378000,234000,1.22,West Virginia
WI,84000,90,7560000,4385000,0.68,5141000,2000,Wisconsin;WI,7560000,4385000,0.68,Wisconsin
WY,39000,93,3627000,798000,0.59,2140000,2000,Wyoming;WY,3627000,798000,0.59,Wyoming
AL,14000,73,1022000,235000,0.72,736000,2001,Alabama;AL,1022000,235000,0.72,Alabama
AZ,43000,59,2537000,1142000,0.72,1827000,2001,Arizona;AZ,2537000,1142000,0.72,Arizona
AR,50000,98,4900000,1617000,0.65,3185000,2001,Arkansas;AR,4900000,1617000,0.65,Arkansas
CA,460000,61,28060000,7857000,0.69,19361000,2001,California;CA,28060000,7857000,0.69,California
CO,26000,55,1430000,529000,0.71,1015000,2001,Colorado;CO,1430000,529000,0.71,Colorado
FL,220000,100,22000000,3432000,0.64,14080000,2001,Florida;FL,22000000,3432000,0.64,Florida
GA,55000,57,3135000,188000,0.7,2195000,2001,Georgia;GA,3135000,188000,0.7,Georgia
HI,8000,87,696000,84000,0.87,606000,2001,Hawaii;HI,696000,84000,0.87,Hawaii
ID,100000,46,4600000,1610000,0.67,3082000,2001,Idaho;ID,4600000,1610000,0.67,Idaho
IL,6000,76,456000,251000,1.58,720000,2001,Illinois;IL,456000,251000,1.58,Illinois
IN,7000,76,532000,186000,0.92,489000,2001,Indiana;IN,532000,186000,0.92,Indiana
IA,33000,51,1683000,875000,0.75,1262000,2001,Iowa;IA,1683000,875000,0.75,Iowa
KS,13000,51,663000,530000,0.96,636000,2001,Kansas;KS,663000,530000,0.96,Kansas
KY,4000,78,312000,125000,1.41,440000,2001,Kentucky;KY,312000,125000,1.41,Kentucky
LA,45000,106,4770000,572000,0.6,2862000,2001,Louisiana;LA,4770000,572000,0.6,Louisiana
ME,11000,20,220000,106000,0.79,174000,2001,Maine;ME,220000,106000,0.79,Maine
MD,4000,46,184000,55000,1.6,294000,2001,Maryland;MD,184000,55000,1.6,Maryland
MI,76000,60,4560000,2827000,0.81,3694000,2001,Michigan;MI,4560000,2827000,0.81,Michigan
MN,135000,81,10935000,1859000,0.65,7108000,2001,Minnesota;MN,10935000,1859000,0.65,Minnesota
MS,17000,66,1122000,224000,0.89,999000,2001,Mississippi;MS,1122000,224000,0.89,Mississippi
MO,22000,61,1342000,336000,0.71,953000,2001,Missouri;MO,1342000,336000,0.71,Missouri
MT,136000,102,13872000,4578000,0.67,9294000,2001,Montana;MT,13872000,4578000,0.67,Montana
NE,43000,48,2064000,1115000,0.72,1486000,2001,Nebraska;NE,2064000,1115000,0.72,Nebraska
NV,9000,50,450000,36000,2.14,963000,2001,Nevada;NV,450000,36000,2.14,Nevada
NJ,11000,34,374000,71000,0.85,318000,2001,New Jersey;NJ,374000,71000,0.85,New Jersey
NM,10000,70,700000,350000,0.66,462000,2001,New Mexico;NM,700000,350000,0.66,New Mexico
NY,53000,70,3710000,1781000,0.79,2931000,2001,New York;NY,3710000,1781000,0.79,New York
NC,13000,44,572000,172000,1.48,847000,2001,North Carolina;NC,572000,172000,1.48,North Carolina
ND,280000,96,26880000,9408000,0.69,18547000,2001,North Dakota;ND,26880000,9408000,0.69,North Dakota
OH,18000,81,1458000,569000,1.01,1473000,2001,Ohio;OH,1458000,569000,1.01,Ohio
OK,4000,47,188000,105000,1.43,269000,2001,Oklahoma;OK,188000,105000,1.43,Oklahoma
OR,44000,44,1936000,1200000,0.74,1433000,2001,Oregon;OR,1936000,1200000,0.74,Oregon
PA,26000,57,1482000,785000,0.92,1363000,2001,Pennsylvania;PA,1482000,785000,0.92,Pennsylvania
SC,7000,40,280000,67000,0.79,221000,2001,South Carolina;SC,280000,67000,0.79,South Carolina
SD,235000,65,15275000,12220000,0.71,10845000,2001,South Dakota;SD,15275000,12220000,0.71,South Dakota
TN,8000,59,472000,131000,1.39,656000,2001,Tennessee;TN,472000,131000,1.39,Tennessee
TX,97000,79,7663000,1533000,0.65,4981000,2001,Texas;TX,7663000,1533000,0.65,Texas
UT,23000,38,874000,315000,0.65,568000,2001,Utah;UT,874000,315000,0.65,Utah
VT,7000,81,567000,249000,0.92,522000,2001,Vermont;VT,567000,249000,0.92,Vermont
VA,9000,52,468000,94000,1.26,590000,2001,Virginia;VA,468000,94000,1.26,Virginia
WA,48000,52,2496000,1048000,0.72,1797000,2001,Washington;WA,2496000,1048000,0.72,Washington
WV,7000,65,455000,410000,1.42,646000,2001,West Virginia;WV,455000,410000,1.42,West Virginia
WI,67000,81,5427000,3419000,0.82,4450000,2001,Wisconsin;WI,5427000,3419000,0.82,Wisconsin
WY,38000,77,2926000,468000,0.65,1902000,2001,Wyoming;WY,2926000,468000,0.65,Wyoming
AL,12000,86,1032000,103000,1.18,1218000,2002,Alabama;AL,1032000,103000,1.18,Alabama
AZ,38000,63,2394000,1197000,1.08,2586000,2002,Arizona;AZ,2394000,1197000,1.08,Arizona
AR,45000,88,3960000,871000,1.26,4990000,2002,Arkansas;AR,3960000,871000,1.26,Arkansas
CA,470000,50,23500000,3525000,1.32,31020000,2002,California;CA,23500000,3525000,1.32,California
CO,24000,60,1440000,576000,1.29,1858000,2002,Colorado;CO,1440000,576000,1.29,Colorado
FL,220000,93,20460000,2026000,1.14,23324000,2002,Florida;FL,20460000,2026000,1.14,Florida
GA,50000,52,2600000,52000,1.13,2938000,2002,Georgia;GA,2600000,52000,1.13,Georgia
HI,7000,136,952000,29000,1.11,1057000,2002,Hawaii;HI,952000,29000,1.11,Hawaii
ID,100000,57,5700000,1653000,1.37,7809000,2002,Idaho;ID,5700000,1653000,1.37,Idaho
IL,9000,80,720000,130000,1.47,1058000,2002,Illinois;IL,720000,130000,1.47,Illinois
IN,8000,62,496000,233000,1.19,590000,2002,Indiana;IN,496000,233000,1.19,Indiana
IA,33000,70,2310000,901000,1.43,3303000,2002,Iowa;IA,2310000,901000,1.43,Iowa
KS,17000,52,884000,407000,1.5,1326000,2002,Kansas;KS,884000,407000,1.5,Kansas
KY,5000,54,270000,78000,1.63,440000,2002,Kentucky;KY,270000,78000,1.63,Kentucky
LA,35000,124,4340000,347000,1.16,5034000,2002,Louisiana;LA,4340000,347000,1.16,Louisiana
ME,11000,41,451000,266000,1.21,546000,2002,Maine;ME,451000,266000,1.21,Maine
MD,3000,46,138000,21000,1.96,270000,2002,Maryland;MD,138000,21000,1.96,Maryland
MI,72000,77,5544000,1885000,1.4,7762000,2002,Michigan;MI,5544000,1885000,1.4,Michigan
MN,117000,73,8541000,1110000,1.47,12555000,2002,Minnesota;MN,8541000,1110000,1.47,Minnesota
MS,18000,78,1404000,281000,1.23,1727000,2002,Mississippi;MS,1404000,281000,1.23,Mississippi
MO,18000,50,900000,189000,1.42,1278000,2002,Missouri;MO,900000,189000,1.42,Missouri
MT,134000,63,8442000,1097000,1.38,11650000,2002,Montana;MT,8442000,1097000,1.38,Montana
NE,43000,75,3225000,1161000,1.49,4805000,2002,Nebraska;NE,3225000,1161000,1.49,Nebraska
NV,9000,62,558000,61000,2.67,1490000,2002,Nevada;NV,558000,61000,2.67,Nevada
NJ,11000,40,440000,92000,1,440000,2002,New Jersey;NJ,440000,92000,1,New Jersey
NM,11000,44,484000,252000,1.1,532000,2002,New Mexico;NM,484000,252000,1.1,New Mexico
NY,60000,98,5880000,2470000,1.25,7350000,2002,New York;NY,5880000,2470000,1.25,New York
NC,16000,42,672000,74000,1.41,948000,2002,North Carolina;NC,672000,74000,1.41,North Carolina
ND,320000,75,24000000,8160000,1.46,35040000,2002,North Dakota;ND,24000000,8160000,1.46,North Dakota
OH,18000,70,1260000,504000,1.44,1814000,2002,Ohio;OH,1260000,504000,1.44,Ohio
OK,3000,53,159000,51000,1.63,259000,2002,Oklahoma;OK,159000,51000,1.63,Oklahoma
OR,43000,49,2107000,885000,1.35,2844000,2002,Oregon;OR,2107000,885000,1.35,Oregon
PA,29000,57,1653000,827000,1.34,2215000,2002,Pennsylvania;PA,1653000,827000,1.34,Pennsylvania
SC,5000,94,470000,14000,1.25,588000,2002,South Carolina;SC,470000,14000,1.25,South Carolina
